,Irrigated by Wells,Irrigated by TubeWells,LiftIrrigation,Area (Maize),Tractors Count,Total Loan,Total NPK,Maize_Production,Sowing Seeds,Medium Landholdings,Institutions Area,Small Landholdings
0,0.0,175.7232346315824,0.0,1129.0,275.16438901766185,98.02510482844175,438.1802095915902,2879,0.0836508765629591,353.64582938852794,2.1241683262054782,375.01909829910875
1,116.81476010661927,3197.193184510588,0.1576447504812675,14867.0,154.6495002221235,3429.301432881682,3036.080249518732,42583,21.23947723234118,5431.492233081593,0.7882237524063379,6715.82401525248
2,0.0,709.8598043066205,0.118964270874245,1987.0,339.25635946562846,928.035815929828,222.22525799308983,10450,7.737138766983715,1262.508324652926,1.1896427087424508,1674.2139250809696
3,0.0,28105.50725333845,32.509126717263904,92194.0,5647.169516764338,37647.33395378999,10902.40657123643,271975,1520.3333653569027,48239.898165049475,135.80915553847632,38764.2472860025
4,221.83411457631647,20213.730877509854,402.9126592653564,173400.0,8341.22065471436,27344.83353987816,25702.835480049405,593544,1579.8200210861728,31387.97953267966,262.073791173881,30215.0961385186
5,0.0,200.3861078115278,0.0,640.0,167.70148198427515,772.9431449742632,220.7829062729793,1759,0.5124073759828045,573.0903388200691,1.0347644097516828,676.3180383505854
6,0.0,14559.991861765093,6.070276535578062,59377.0,3298.4726451181555,17213.260595132404,8196.896748542242,105491,1022.7404249693104,15565.345280371785,78.91359496251481,18158.50960421325
7,1178.9781843405738,5958.813645135085,764.8620970909473,43827.0,3305.007438320974,18792.92699561605,10428.246255833676,226532,702.6009960372868,11842.467431018456,38.68522167367508,14137.237937632603
8,64.86391383642788,10417.677295717876,0.6479192281108224,24207.0,1910.2098665213955,10614.829757998705,2746.313634885739,66868,118.0544829130591,13853.37698931353,9.934761497699276,11514.244593782769
9,20.792452941072764,3145.78996115398,489.7644262131301,25831.0,1908.8192925440324,9537.739741124478,8156.290369595496,61353,351.40327158716264,8556.995792170852,88.09750292373604,9268.265945380497
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
11,8.924033609977059,0.2620525749190877,0.8416423901192446,8.0,1.6225515654503744,10.475212401159771,2.304862990847713,109,0.0,11.915706782873082,0.11621788015009614,13.078260480761625
12,125.49566778712656,5824.841580444943,4.979986816949466,79058.0,5749.643779509006,27262.912929455764,17039.273893533446,333937,2222.4012868461787,24081.224252040836,122.00967701526191,35037.942247352206
13,0.0,9.109736389052737,0.9453500026375482,3448.0,587.4061152752402,4369.833119691934,3519.022414363608,17921,21.176699468174384,3170.6179679370057,22.602459153970468,2051.6673284514713
14,131.22683211264476,383.392886892458,2.129295908482294,4892.0,277.2630368921496,2296.4150137165493,1448.8303553468627,19387,18.996908204631417,1418.2306984148531,16.10130501582679,2161.2114224363995
15,1147.2889188661727,2222.2283022396136,0.3359885549198085,37283.0,2252.4672721823963,11364.082655036496,6945.331414932335,137154,176.21815732249144,9293.891413821797,46.92640150379992,13217.005777250453
16,572.6887585629913,13496.467160358838,1.531253365141688,38569.0,1128.533730109424,9059.660534860795,7289.68477009352,147886,629.2226328040224,16134.204207151908,74.41891354588603,22697.156130149182
17,36843.58899363712,37481.29796712362,1744.6451218269888,131163.0,12459.604605242044,77091.61832893218,48288.81512653903,576758,3188.163905403778,76257.33026577687,67.33906282924407,59820.42842370795
18,14023.324282929543,21812.24521754929,0.3843059545883679,40207.0,4769.044743464352,42046.9240991622,10420.071652709008,226327,515.500321365745,54539.74031029471,14.60362627435798,33971.10916179337
19,1333.2291333751011,31781.380297053005,5.139248028834839,44300.0,6523.328669021569,59702.34952042951,22940.52125376528,251699,1535.8642734172915,39752.894963252555,30.565001434649304,29584.21652135693
20,0.0,3590.483188855373,0.0,30900.0,2465.0074582980465,13534.020733954383,6447.725407503973,90634,426.2750109904749,16612.19426972814,33.63490689021896,12357.119818062441
21,89.58479688361784,10006.597794528294,2.882084618239716,34163.0,6710.453686134805,19805.42130545332,5591.244159385049,138476,987.3541554652893,28500.454442336177,74.21367891967269,21093.97732089648
22,6.686411200535577,21067.544410647497,3520.0611765219546,170696.0,5245.48958682016,34499.728770357004,21731.17072230065,413487,3786.380934639287,39120.520331533524,96.61864184773908,38242.26022034318
23,696.0882026704327,566.5133424330794,1.071420032970363,4576.0,310.57788205728394,4798.404170834296,1025.61682656088,24088,98.38314452750357,2452.212600460918,12.321330379159173,2857.075445419594
24,207.4539000914309,5124.806677337972,245.61464558079587,49870.0,1636.0286651611568,14770.361000952296,8404.654607960516,104045,389.6491505636493,10437.781621601796,72.91428156003657,8065.886856872645
25,175.73393727465438,201.3415759244832,21.77458373344446,1382.0,53.15708876125596,1302.196768358306,249.3811823963184,2791,0.24828891344916929,1449.1273712246118,2.548627543347888,1383.833960828366
26,155.75183839401353,641.7596434738812,1.4991311699525112,2634.0,215.02012070082023,1956.730439361779,710.1016144409267,14621,2.1697951144049505,3954.655425241042,5.904472765865592,2848.4412748237155
27,43.12617473970123,88.87815753734722,9.60376188320507,961.0,39.93971027614305,209.08962684472613,368.61746944318696,2673,0.0,579.6138524219105,0.3105794477138977,462.52540063377097
28,7.437046621966043,13.94958109503457,2.7047624026802946,2600.0,13.4461130934487,78.03171807674042,61.54751946394106,723,0.007533645279204624,111.70164730075328,0.007349897833370365,84.03978181216152
29,0.0,12343.237177895213,1.4952075271217184,48210.0,2439.7301220045083,10689.809780668527,10997.550403485664,190252,791.2638233528135,21515.28871151797,10.615973442564203,15982.572298909474
30,207.0,5124.0,245.0,49870.0,1636.0,14770.0,8404.0,104045,389.6491505636493,10437.781621601796,72.91428156003657,8065.886856872645
