,Rice_Production_223,NetAreaIrrigated_Tanks_NetAreaIrrigated_176,NetAreaIrrigatedUnderDifferentSources_LiftIrrigation_No_183,NetAreaIrrigatedUnderDifferentSources_LiftIrrigation_NetIrrigatedArea_185,AreaUnderCereals_Paddy_190,TotalNPK_315,NetAreaIrrigated_Canals_Length_171,NetAreaIrrigated_Canals_GrossIrrigatedArea_172,NetAreaIrrigated_Canals_NetAreaIrrigated_173,NetAreaIrrigated_Tanks_GrossIrrigatedArea_175,NetAreaIrrigatedUnderDifferentSources_LiftIrrigation_GrossIrrigatedArea_184,NetAreaIrrigatedUnderDifferentSources_LiftIrrigation_NetIrrigatedArea_185.1,NetAreaIrrigatedUnderDifferentSources_TotalGrossIrrigatedArea_188,UrbanBPLPriorityCardHoldersAkshayaWithoutCylinder_37,LivestockCensus_2012_Cattle_354,SmallAgricultureLandHoldings_TotalInstitutionsNumber_1040,SmallAgricultureLandHoldings_TotalInstitutionsArea_1044,SemiMediumAgricultureLandHoldings_TotalInstitutionsNumber_1072,SemiMediumAgricultureLandHoldings_TotalInstitutionsArea_1076,MediumAgricultureLandHoldings_TotalInstitutionsNumber_1104,MediumAgricultureLandHoldings_TotalInstitutionsArea_1108,District
0,3376,3.6150566419640233,0.0,0.0,782,513.8229897815938,0,0.0,0.0,4.629035943978323,0.0,0.0,248.07224054062877,876,136582,0.3747314811791975,0.5290326793118083,0.35268845287453887,0.9478502171003232,0.39677450948385623,2.4908621984264308,BENGALURU
1,2354,0.0,0.008714645342810603,0.3050125869983711,736,167.8353546571894,0,0.0,0.0,0.0,0.3050125869983711,0.3050125869983711,206.83339256626684,0,158820,0.08714645342810604,0.13071968014215904,0.061002517399674216,0.14814897082778025,0.008714645342810603,0.04357322671405302,BENGALURU(R)
2,12128,58.26421452274836,0.1380668590586454,14.669603774981075,4468,257.90889272154965,178,307.8200622712499,272.5094630670014,63.61430531127087,15.670588503156253,14.669603774981075,1226.6204925917705,0,259897,0.9664680134105179,1.380668590586454,0.48323400670525896,1.2426017315278086,0.24161700335262948,1.380668590586454,RAMANAGARA
3,4566,0.0,0.5457732239765677,0.0,1297,183.03295672126313,142,10.869558320505288,9.28324549193788,0.0,0.0,0.0,548.0277264531811,0,275889,0.0,0.0,0.0,0.0,0.3315444818549243,2.280005898294633,CHITRADURGA
4,489505,326.33184472719654,332.28835819027444,1406.1626425337479,98259,21197.529554104807,203,20492.5336392248,18037.386429318296,326.33184472719654,2171.149157291896,1406.1626425337479,44705.548134012795,92890,332075,74.24368566479244,107.0045097117209,64.03251972808745,171.46249468717107,38.50460488632501,216.13634566025533,DAVANAGERE
5,864,0.0,0.0,0.0,395,108.44595282538606,0,0.0,0.0,0.0,0.0,0.0,122.28637366366877,0,229036,0.3078907178007806,0.3909723400644833,0.19548617003224164,0.4887154250806041,0.07819446801289666,0.5082640420838282,KOLAR
6,2698,0.0,0.15525121662501645,0.0,1333,209.64089284931387,0,0.0,0.0,0.0,0.0,0.0,432.1232791880398,5,246339,0.0,0.0,0.0,0.0,0.3252882634047964,2.0182658161252136,CHIKKABALLAPURA
7,384974,15950.722057911074,1299.8252828098914,1204.6550308893213,109617,17722.015759774844,378,15798.574878853848,13305.677786605493,16826.03792754895,1416.5966774361173,1204.6550308893213,51282.67808342272,2,568476,20.661962588018508,28.801523607540947,17.53136219589449,48.83736611713465,11.58322145085886,65.74260823460433,SHIVAMOGGA
8,26042,252.27856310788317,0.2523346374717658,0.0,10379,1069.5624166969912,87,114.92440877741866,114.92440877741866,252.27856310788317,0.0,0.0,4968.693309274599,26,527067,1.1214872776522924,1.6541937345371314,1.177561641534907,3.2803502871329555,0.6168180027087609,3.869131107900409,TUMAKURU
9,110533,1382.320206395195,882.35508161974,23.81817398237335,33036,14694.29764514366,50,1654.2804475030218,1344.6441857321681,1445.1135741669068,23.81817398237335,23.81817398237335,13943.15904928136,17495,337576,55.64791557699955,76.65121445236514,43.522299731427665,113.46111969785123,27.499164506921957,158.7156502643606,CHIKKAMAGALURU
10,132588,0.0,3.8297817029050916,61.755229959344604,48689,8898.49778669998,0,0.0,0.0,0.0,61.755229959344604,61.755229959344604,38780.84824632982,0,253715,60.319061820755195,78.98924762241751,44.04248958340855,117.76578736433157,30.638253623240733,173.2976220564554,DAKSHINA KANNADA
11,138156,215.25473349682028,1066.7701472414162,894.2812548366794,49608,2921.382122601437,0,0.0,0.0,215.25473349682028,949.8768482563879,894.2812548366794,15940.729679068056,0,252067,42.290665079949235,61.772881577453944,23.758800606713056,64.6239376502595,23.758800606713056,147.30456376162093,UDUPI
12,143705,2176.069139433129,2.143065924200442,0.0,42818,7332.607212948023,520,4842.471762323319,3867.912533293168,2515.530781826479,0.0,0.0,10475.413390787971,0,606460,10.608176324792188,14.358541692142962,8.572263696801768,23.252265277574796,8.250803808171701,52.50511514291083,HASSAN
13,86303,37.24827000820038,4.5525663343356015,24.418310338709137,28336,16946.7212447309,92,507.4042114450407,507.4042114450407,37.24827000820038,24.418310338709137,24.418310338709137,643.567331808351,0,88428,29.7986160065603,39.31761834198929,19.03800467085797,49.664360010933834,18.62413500410019,108.84772235729666,KODAGU
14,246543,4519.303401679552,27.078093627943996,124.43753139133814,58487,18424.66510023632,780,31410.588608415037,27586.796690257732,5646.847390276861,124.43753139133814,124.43753139133814,46050.1013173564,0,366740,115.00583585800933,154.2538592063776,81.84277736985321,212.97377010742468,35.597044432240985,204.7590675461383,MANDYA
15,354227,3598.2952252556074,0.8677560832609986,62.189185967038235,93521,17937.675249115855,1308,29378.460702856617,26552.468391703296,3913.2906834793503,62.189185967038235,62.189185967038235,43455.77838957204,8,549552,3.181772305290328,4.628032444058659,2.603268249782996,6.942048666087989,21.115398026017633,121.19659962878615,MYSURU
16,45856,502.3447064768106,0.4748059607531291,0.0,13881,2260.3612567613463,187,1997.983482849167,1997.983482849167,679.9221357984809,0.0,0.0,7349.331544113384,12916,262520,9.021313254309453,12.819760940334485,7.406972987748814,20.2267339280833,3.8934088781756584,23.075569692602073,CHAMARAJANAGAR
17,177552,25.355002835132947,537.0800763415947,1411.6212001892259,61230,14865.464724108304,416,5978.247166843968,4947.776905039559,28.163048751727477,1568.3762340038263,1411.6212001892259,42872.50174829322,18,592833,0.0,0.0,0.0,0.0,3.0558146739411045,20.729986031330196,BELAGAVI
18,170,0.0,0.0002886620344900191,0.0,51,7.826782403162378,296,12.617706189593225,12.617706189593225,0.0,0.0,0.0,44.38034449266799,619,253025,0.0,0.0,0.0,0.0,0.0014433101724500956,0.010969157310620726,VIJAYAPURA
19,85,0.012788259732779104,0.0017355495351628785,0.02923030796063795,32,7.747127746117581,189,0.18506438727578903,0.18506438727578903,0.012788259732779104,0.02923030796063795,0.02923030796063795,23.18721582391319,0,279415,0.0,0.0,0.0,0.0,0.0011874812609009168,0.010321952498600276,BAGALKOT
20,33989,0.0,0.0,0.0,23909,2417.9859531263382,86,1724.1758000209343,1020.6629130943659,0.0,0.0,0.0,3456.3725266673646,65,193781,3.1695597149137416,4.463257557735677,2.9108201463493546,7.632817272649419,1.7464920878096126,12.61355396751387,DHARAWAD
21,7258,2.3162517387428325,0.15105989600496733,0.0,1706,293.0561982496366,105,412.0536313275496,384.4096703586406,2.3162517387428325,0.0,0.0,1195.9537849959934,6875,142655,0.7678878046919173,1.1077725707030939,0.6168279086869499,1.7875421027254468,0.6168279086869499,3.8897923221279087,GADAG
22,125422,983.4609661399841,1067.7315438737774,76.36070401148773,44968,6591.662843892051,47,520.6319447476468,520.6319447476468,983.4609661399841,76.36070401148773,76.36070401148773,12334.33257492331,0,284609,8.214099634701867,11.256358758665522,6.895787347650951,17.239468369127376,4.766205960876392,29.30709622751654,HAVERI
23,152981,2560.194875415952,6.804504652268311,287.4903215583361,66147,6513.6120783838405,20,0.0,0.0,2565.298253905153,287.4903215583361,287.4903215583361,17540.737148925404,12416,336955,25.091610905239396,35.298367883641866,15.3101354676037,44.22928023974402,13.183727763769852,78.25180350108558,UTTARA KANNADA
24,412231,599.6485876675687,971.1553218551304,8877.822989502474,93665,33297.64100335596,456,30528.88987029386,20953.14180239397,736.5336997555729,10344.14063003492,8877.822989502474,70434.00493307729,0,344077,47.24831285088902,67.76758014613226,52.108139315551895,139.0450349611877,48.328274287480774,288.88968428829287,BALLARI
25,2036,0.0,15.884289674415234,0.0,1548,181.92048991719963,180,0.0,0.0,0.0,0.0,0.0,333.77666008370625,0,234519,0.0,0.0,0.0,0.0,0.30248763430145126,1.8591922888772126,BIDAR
26,7888,7.222247805439632,0.8087782414735933,93.71185782126925,4199,383.0983882573032,131,158.0593898402648,148.02060728162326,7.754338753777522,105.46042596056988,93.71185782126925,763.0397035544684,33,473117,0.2624982011800259,0.36891639084760397,0.3405382069362498,0.9364800690746871,0.4966182184486977,3.1854511440495035,KALABURAGI
27,224659,1008.2026044967557,807.1722936472008,624.1092787083145,49358,30981.381244907196,167,33642.91407876867,30897.307860268596,1008.2026044967557,789.2049977365324,624.1092787083145,47285.85476988079,27016,310727,4.068066998641919,6.102100497962879,7.797128414063678,18.645307077108797,4.746078165082239,26.103429907952314,YADGIRI
28,492342,282.0712726607327,1841.8646346617172,2876.483472532643,115246,41912.07306765653,150,44097.14229262788,39866.07320271689,282.0712726607327,3277.9613422386037,2876.483472532643,68847.1983208947,84,359124,0.0,0.0,1.4300191262901532,3.932552597297921,0.7150095631450766,5.005066942015536,RAICHUR
29,243505,6.889419464764557,1.913727629101266,43.058871654778486,50753,14075.849457565631,112,8024.259948821607,7221.642581176537,7.654910516405064,47.84319072753165,43.058871654778486,25784.800583458815,1121,260408,0.0,0.0,0.0,0.0,1.7223548661911392,13.587466166618988,KOPPAL
